make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Opel Corsa,Compact,11750,VAT deductible,11899.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,3.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Compact,12490,,7991.0,2,2020-08,,Blue,metallic,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,2,8.0,66.0,Used,,Cloth,Black,1163.0,5.9,7.9,4.8,137.0
Opel Corsa,Sedans,11690,VAT deductible,13200.0,1,,,White,,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating","MP3,On-board computer,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,8.0,66.0,Used,,Cloth,Grey,1163.0,5.2,6.6,4.4,123.0
Opel Corsa,Compact,11650,VAT deductible,60756.0,1,,Yes,Black,metallic,4,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats,Sport suspension,Touch screen,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency system,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1400.0,2,3.0,66.0,Used,,Cloth,Black,,5.9,7.9,4.8,137.0
Opel Corsa,Compact,11750,VAT deductible,19500.0,,,,Black,metallic,5,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1398.0,2,4.0,66.0,Used,60,Cloth,Black,,4.9,6.2,4.1,116.0
Opel Corsa,Sedans,11700,,33450.0,1,,Yes,Grey,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Tinted windows","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,6.0,66.0,Used,,Cloth,Black,1199.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,11600,Price negotiable,19644.0,1,,,Blue,metallic,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,On-board computer,Radio",Winter tyres,"ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,4.0,66.0,Used,,,,1199.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,11500,Price negotiable,4900.0,1,2019-09,,Silver,metallic,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Power windows,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",,"ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,9.0,66.0,Used,,,,1199.0,6.0,8.0,4.9,139.0
Opel Corsa,Sedans,11635,VAT deductible,22174.0,,,,Grey,uni/basic,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,CD player,MP3,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering",5,1400.0,1,5.0,66.0,Used,12,Cloth,Grey,,6.5,,,
Opel Corsa,Sedans,11500,VAT deductible,19066.0,,,,Blue,metallic,5,,Automatic,4,,Benzine,Euro 6,"Air conditioning,Multi-function steering wheel,Navigation system,Power windows","Bluetooth,MP3,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",,1400.0,1,4.0,66.0,Used,12,Cloth,Grey,,,,,
Opel Corsa,Compact,11500,VAT deductible,19998.0,1,,,White,,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,3.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Sedans,11495,VAT deductible,25900.0,,,,Blue,metallic,3,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Light sensor,Navigation system,Power windows,Rain sensor,Start-stop system",Bluetooth,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",6,1398.0,1,4.0,66.0,Used,,Cloth,Black,1163.0,6.0,,,137.0
Opel Corsa,Sedans,11500,VAT deductible,19635.0,1,,,Black,metallic,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,On-board computer",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering",5,1398.0,1,4.0,66.0,Used,24,Cloth,Black,1163.0,4.8,,,112.0
Opel Corsa,Sedans,11490,VAT deductible,23138.0,1,2020-10,,Grey,metallic,5,5,Automatic,,,Benzine,,"Air conditioning,Cruise control,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1398.0,2,10.0,66.0,Used,,,,,,,,
Opel Corsa,Sedans,11290,VAT deductible,22745.0,1,2021-06,Yes,Silver,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,USB","Touch screen,Voice Control","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,3,6.0,66.0,Used,,Cloth,Black,1199.0,6.0,8.0,4.9,139.0
Opel Corsa,Compact,11275,VAT deductible,54822.0,1,,Yes,Red,metallic,5,5,Automatic,,,Benzine,,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Hill Holder,Leather steering wheel,Power windows,Seat heating","Bluetooth,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,2,4.0,66.0,Used,12,Cloth,Grey,1199.0,5.9,7.9,4.8,137.0
Opel Corsa,Compact,11250,VAT deductible,22129.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,1.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Sedans,11250,VAT deductible,16158.0,,,,Black,uni/basic,5,,Automatic,,,Benzine,,"Air conditioning,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor",Bluetooth,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Side airbag",5,1398.0,1,4.0,66.0,Used,12,Cloth,Black,,,,,
Opel Corsa,Sedans,11250,,31700.0,2,,,Grey,,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Multi-function steering wheel,Parking assist system sensors rear,Power windows,Seat heating","Bluetooth,Hands-free equipment,MP3,On-board computer,USB","Alloy wheels,Sport seats,Touch screen","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",6,1398.0,2,1.0,66.0,Used,,Cloth,Black,1199.0,6.3,7.8,5.4,143.0
Opel Corsa,Sedans,11250,,19101.0,1,,,Grey,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system","Bluetooth,CD player,MP3,On-board computer,USB","Alloy wheels,Sport seats,Touch screen","ABS,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",5,1398.0,3,1.0,66.0,Used,,Part leather,Grey,1163.0,6.0,,,139.0
Opel Corsa,Compact,11220,VAT deductible,5500.0,1,,,Black,metallic,3,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",5,1398.0,2,9.0,66.0,Used,,Cloth,,1141.0,4.8,5.9,4.1,112.0
Opel Corsa,Compact,11200,VAT deductible,21997.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,1.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Compact,11200,VAT deductible,21909.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,1.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Compact,11200,VAT deductible,24013.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,1.0,66.0,Employee's car,,Cloth,Black,,4.8,5.9,4.1,112.0
Opel Corsa,Compact,11200,VAT deductible,20626.0,1,,,Black,metallic,4,5,Automatic,,,Benzine,Euro 6,"Air conditioning,Cruise control,Electrically heated windshield,Electrical side mirrors,Heated steering wheel,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Traction control",,1398.0,1,2.0,66.0,Used,,Cloth,Black,,4.8,5.9,4.1,112.0
